ID_GiaoDich,NgayGiaoDich,ID_SanPham,TenSanPham,ID_KhachHang,KenhBanHang,KhuVuc,SoLuong,GiaBan,DoanhThu,ChietKhau,Thue,ThanhTien,HinhThucThanhToan,LoaiKhachHang,NhanVienBanHang,ThoiTiet,NhietDo,ChiPhi
2530,2023-10-07 11:09:08,8,Mirinda,3,Cửa hàng,Nghệ An,7,14748.23,103237.61,0.0,10.323.761,113.561.371,Chuyển khoản,Thường xuyên,Emma,Nắng,25,92733.87
2531,2023-10-11 04:22:12,9,Number 1,14,Siêu thị,Huế,2,37475.49,74950.98,0.0,7.495.098,82.446.078,Tiền mặt,VIP,David,Nắng,32,48077.83
2532,2024-02-10 00:58:53,3,Number 1,11,Cửa hàng,Thái Bình,2,41786.58,83573.16,0.0,8.357.316,91.930.476,Chuyển khoản,Thường xuyên,Carol,Âm u,33,63747.55
2533,2024-07-02 02:13:42,5,C2,40,Siêu thị,Quảng Nam,2,11949.11,23898.22,0.0,2.389.822,26.288.042,Tiền mặt,Thường xuyên,David,Âm u,29,8022.53
2534,2023-07-31 23:10:30,4,Coca-Cola,23,Online,Ninh Bình,6,45502.92,273017.52,0.0,27.301.752.000.000.000,300.319.272,Thẻ,Mới,David,Âm u,30,30428.41
2535,2024-02-18 20:52:46,10,Sting,41,Online,Hải Phòng,8,35093.64,280749.12,0.05,28.074.912,294.786.576,Tiền mặt,Thường xuyên,Emma,Âm u,25,193799.89
2536,2023-10-01 05:13:07,6,C2,48,Siêu thị,Bà Rịa - Vũng Tàu,4,30725.77,122903.08,0.0,12.290.308,135.193.388,Chuyển khoản,Thường xuyên,Bob,Nắng,29,94305.46
2537,2023-11-01 16:16:08,10,Oolong Tea Plus,32,Online,Ninh Bình,10,20143.93,201439.3,0.0,20143.93,221583.23,Chuyển khoản,VIP,Carol,Mưa,33,139472.72
2538,2023-09-01 08:51:01,4,Pepsi,3,Cửa hàng,Bà Rịa - Vũng Tàu,3,24868.38,74605.14,0.05,7.460.514.000.000.000,78.335.397,Chuyển khoản,Thường xuyên,Carol,Mưa,29,15986.41
2539,2023-08-08 14:03:34,8,Oolong Tea Plus,42,Cửa hàng,Quảng Ninh,9,47879.88,430918.92,0.0,43.091.892,474.010.812,Tiền mặt,Mới,Alice,Mưa,26,302824.97
2540,2023-10-09 03:24:01,3,Oolong Tea Plus,1,Online,Đồng Nai,1,46462.77,46462.77,0.05,4.646.277,487.859.085,Chuyển khoản,Mới,Emma,Âm u,26,33227.3
2541,2023-08-04 05:36:20,5,Pepsi,9,Siêu thị,Ninh Bình,10,35019.21,350192.1,0.05,35019.21,367.701.705,Tiền mặt,Mới,Emma,Âm u,31,219511.76
2542,2023-11-10 11:23:27,1,Oolong Tea Plus,48,Siêu thị,Đà Nẵng,2,33157.03,66314.06,0.0,6.631.406,72.945.466,Chuyển khoản,VIP,Carol,Nắng,28,47274.81
2543,2024-01-05 07:13:47,6,Sting,9,Cửa hàng,Long An,7,18422.0,128954.0,0.1,12895.4,128954.0,Thẻ,Thường xuyên,David,Âm u,31,100163.36
2544,2024-01-12 13:59:24,5,Number 1,12,Online,Bình Dương,3,48132.09,144396.27,0.1,14.439.627,144396.27,Chuyển khoản,Thường xuyên,Alice,Nắng,25,85321.34
2545,2023-10-26 01:10:51,8,C2,1,Online,Hải Phòng,9,40216.42,361947.78,0.0,36.194.778,398.142.558,Chuyển khoản,Thường xuyên,Carol,Nắng,29,61851.0
2546,2023-08-26 21:58:11,9,7 Up,16,Cửa hàng,Quảng Nam,1,25290.77,25290.77,0.1,2.529.077,25290.77,Tiền mặt,Mới,Alice,Mưa,31,12395.06
2547,2024-01-16 21:07:15,8,Revive,30,Siêu thị,Huế,9,42634.08,383706.72,0.0,38.370.672.000.000.000,4.220.773.920.000.000,Thẻ,Mới,Carol,Âm u,31,62206.33
2548,2023-10-21 18:27:33,8,C2,8,Online,Bình Dương,6,18475.2,110851.2,0.0,11.085.120.000.000.000,121936.32,Chuyển khoản,Mới,David,Âm u,22,47226.43
2549,2023-12-19 05:05:47,3,Mirinda,46,Siêu thị,Huế,1,18529.36,18529.36,0.05,1.852.936,19.455.828,Chuyển khoản,VIP,Alice,Nắng,31,7887.67
2550,2024-03-06 06:33:55,4,Coca-Cola,46,Siêu thị,Nghệ An,9,41639.24,374753.16,0.0,37.475.316,412.228.476,Chuyển khoản,Mới,Bob,Mưa,22,57265.23
2551,2023-08-30 11:08:31,4,Sting,10,Cửa hàng,Nam Định,9,32372.88,291355.92,0.0,29.135.592,320.491.512,Tiền mặt,Mới,David,Nắng,34,110440.33
2552,2024-02-05 02:32:41,5,C2,33,Siêu thị,Huế,10,32233.97,322339.7,0.1,32233.97,32.233.969.999.999.900,Chuyển khoản,VIP,Emma,Nắng,23,60857.25
2553,2024-05-11 19:26:02,9,Sting,38,Cửa hàng,Huế,5,32947.41,16.473.705.000.000.000,0.05,16.473.705,17.297.390.250.000.000,Thẻ,VIP,Bob,Nắng,25,122990.73
2554,2023-08-05 19:03:19,9,Strongbow,41,Online,Đà Nẵng,7,15032.4,105226.8,0.05,10522.68,110488.14,Thẻ,VIP,Alice,Âm u,34,90300.42
2555,2023-10-22 20:41:36,10,Pepsi,22,Siêu thị,Huế,3,23982.71,71948.13,0.1,7.194.813.000.000.000,71948.13,Thẻ,Thường xuyên,Bob,Âm u,23,11357.24
2556,2023-09-02 21:08:11,1,7 Up,16,Cửa hàng,Hà Nội,8,32923.76,263390.08,0.0,26.339.008,289.729.088,Chuyển khoản,Mới,Alice,Âm u,21,227593.3
2557,2024-04-30 13:18:09,8,Mirinda,19,Cửa hàng,Thái Bình,3,19903.78,59711.34,0.05,5.971.134.000.000.000,6.269.690.699.999.990,Chuyển khoản,Thường xuyên,David,Mưa,26,30934.13
2558,2024-05-27 22:19:56,1,Number 1,11,Siêu thị,Nghệ An,10,30160.7,301607.0,0.05,30160.7,31.668.735.000.000.000,Thẻ,Mới,Emma,Âm u,21,102441.58
2559,2024-03-08 12:35:05,2,Number 1,11,Cửa hàng,Hà Nội,7,32281.97,225973.79,0.1,22.597.379.000.000.000,22.597.379.000.000.000,Thẻ,VIP,Alice,Mưa,24,36492.43
2560,2023-10-31 11:10:15,7,C2,14,Online,Đồng Nai,4,47713.5,190854.0,0.05,19085.4,200396.7,Thẻ,Thường xuyên,Alice,Mưa,34,95522.32
2561,2024-02-24 09:40:11,8,Oolong Tea Plus,39,Siêu thị,Ninh Bình,5,19831.28,99156.4,0.0,9915.64,109072.04,Thẻ,Mới,Emma,Âm u,24,72940.68
2562,2024-05-14 09:54:33,1,Pepsi,26,Online,Hà Nội,7,27574.73,193023.11,0.1,19.302.311,193023.11,Chuyển khoản,VIP,Carol,Âm u,27,128489.54
2563,2024-01-22 23:01:58,3,Oolong Tea Plus,44,Cửa hàng,Ninh Bình,2,49261.43,98522.86,0.0,9.852.286,108.375.146,Tiền mặt,Mới,Bob,Mưa,30,13811.01
2564,2023-10-29 23:52:25,7,Oolong Tea Plus,20,Online,Bà Rịa - Vũng Tàu,4,17471.78,69887.12,0.05,6.988.712,73.381.476,Chuyển khoản,VIP,Carol,Âm u,34,11064.63
2565,2024-01-18 23:37:31,9,Mirinda,20,Cửa hàng,Bà Rịa - Vũng Tàu,7,41201.56,288410.92,0.1,28.841.092,288410.92,Thẻ,VIP,Bob,Nắng,29,121795.54
2566,2024-05-31 02:53:50,8,Sting,5,Cửa hàng,Long An,3,17086.38,51259.14,0.0,5.125.914.000.000.000,56.385.054,Chuyển khoản,Mới,Bob,Mưa,24,17234.98
2567,2023-12-24 23:09:53,8,C2,1,Online,Nam Định,4,44002.71,176010.84,0.05,17.601.084,184.811.382,Tiền mặt,Thường xuyên,Bob,Âm u,33,50322.81
2568,2024-05-23 05:11:38,9,Number 1,11,Siêu thị,Bình Dương,10,29519.45,295194.5,0.0,29519.45,324713.95,Thẻ,VIP,Emma,Mưa,31,95880.24
2569,2023-11-15 21:42:41,10,Coca-Cola,47,Siêu thị,Bình Dương,8,48887.43,391099.44,0.0,39.109.944,430.209.384,Tiền mặt,Mới,Emma,Mưa,29,290503.26
2570,2024-05-08 07:53:49,3,Oolong Tea Plus,10,Siêu thị,Hà Nội,3,16803.17,50409.51,0.1,5.040.951,50409.51,Chuyển khoản,VIP,Alice,Âm u,25,42514.5
2571,2023-08-29 20:46:18,8,Strongbow,47,Online,Nghệ An,9,37517.74,337659.66,0.0,33.765.966,371.425.626,Chuyển khoản,VIP,Emma,Âm u,33,143195.44
2572,2024-04-21 17:06:12,1,Mirinda,28,Online,Hà Nội,5,37811.87,189059.35,0.05,18.905.935,1.985.123.175,Tiền mặt,Thường xuyên,Bob,Mưa,34,155952.94
2573,2024-03-07 18:51:21,8,Revive,45,Online,Thái Bình,2,38755.74,77511.48,0.05,7.751.148,81.387.054,Thẻ,Thường xuyên,David,Âm u,23,27686.83
2574,2024-05-30 13:01:51,7,C2,47,Online,Thái Bình,8,14038.85,112310.8,0.05,11.231.080.000.000.000,117926.34,Thẻ,VIP,Alice,Âm u,23,54038.3
2575,2023-07-12 10:38:36,8,Strongbow,34,Siêu thị,Huế,10,21542.73,215427.3,0.05,21542.73,226.198.665,Thẻ,Mới,Alice,Mưa,33,60496.98
2576,2024-05-30 01:28:06,1,Oolong Tea Plus,13,Siêu thị,Thái Bình,8,23521.01,188168.08,0.0,18.816.808,206.984.888,Tiền mặt,Mới,Emma,Nắng,22,115230.53
2577,2023-09-17 21:02:48,6,Sting,44,Cửa hàng,Hải Phòng,1,22971.83,22971.83,0.05,22.971.830.000.000.000,24.120.421.500.000.000,Chuyển khoản,Thường xuyên,Bob,Âm u,34,20288.37
2578,2024-05-30 21:56:10,7,Mirinda,25,Online,Khánh Hòa,9,37001.5,333013.5,0.1,33301.35,333013.5,Thẻ,VIP,David,Nắng,21,194078.43
2579,2023-11-13 19:49:05,5,7 Up,23,Siêu thị,Hà Nội,2,12193.24,24386.48,0.0,2.438.648,26.825.128,Chuyển khoản,Mới,Emma,Nắng,23,9419.31
2580,2024-03-08 09:21:35,5,Coca-Cola,36,Siêu thị,Nam Định,4,39203.87,156815.48,0.1,15.681.548.000.000.000,156815.48,Chuyển khoản,Mới,Alice,Nắng,30,96951.79
2581,2024-06-15 01:48:43,7,Mirinda,12,Siêu thị,Thái Bình,6,31063.9,186383.4,0.05,18.638.340.000.000.000,195702.57,Tiền mặt,Mới,Carol,Nắng,28,36966.64
2582,2023-11-24 18:03:51,3,Strongbow,47,Siêu thị,Khánh Hòa,9,16920.06,152280.54,0.1,15.228.054.000.000.000,152280.54,Chuyển khoản,Mới,Emma,Âm u,28,123488.44
2583,2023-07-23 23:49:09,6,Number 1,45,Siêu thị,Nam Định,1,19044.97,19044.97,0.05,19.044.970.000.000.000,199.972.185,Chuyển khoản,Mới,Alice,Nắng,31,9569.47
2584,2023-12-13 22:20:51,7,Coca-Cola,2,Siêu thị,Khánh Hòa,9,13903.31,125129.79,0.0,12.512.979,137.642.769,Chuyển khoản,VIP,Alice,Mưa,23,57494.61
2585,2024-04-15 20:23:01,1,7 Up,20,Online,Bình Định,8,28362.81,226902.48,0.1,22.690.248.000.000.000,226902.48,Thẻ,VIP,Carol,Âm u,28,129037.59
2586,2023-11-17 22:06:29,2,Revive,16,Cửa hàng,Bà Rịa - Vũng Tàu,7,33797.45,236582.15,0.0,23.658.215,260.240.365,Chuyển khoản,VIP,David,Âm u,24,141908.38
2587,2024-03-04 04:14:17,4,C2,14,Cửa hàng,Nam Định,2,33239.46,66478.92,0.05,6.647.892,6.980.286.600.000.000,Thẻ,Mới,Emma,Nắng,30,10465.15
2588,2023-09-11 12:46:06,8,Oolong Tea Plus,2,Online,Hải Phòng,7,48495.68,339469.76,0.0,33.946.976,373.416.736,Thẻ,VIP,Carol,Âm u,31,219329.3
2589,2024-06-10 12:38:20,10,Pepsi,49,Siêu thị,Long An,2,21838.94,43677.88,0.1,4.367.788,43677.88,Tiền mặt,Thường xuyên,Alice,Nắng,34,12821.44
2590,2023-11-26 17:52:28,6,Sting,16,Online,Đồng Nai,9,40483.96,364355.64,0.1,36.435.564,364355.64,Thẻ,VIP,Emma,Nắng,28,244541.7
2591,2024-06-03 03:36:29,1,Strongbow,4,Siêu thị,Ninh Bình,4,38923.82,155695.28,0.1,15.569.528,155695.28,Thẻ,Mới,Alice,Âm u,28,118021.36
2592,2023-07-13 22:11:16,10,Mirinda,43,Siêu thị,Thái Bình,2,12453.14,24906.28,0.05,2.490.628,26.151.594,Tiền mặt,VIP,Carol,Mưa,28,18509.52
2593,2024-03-16 03:36:53,5,Number 1,13,Siêu thị,Bình Dương,5,47201.13,236005.65,0.1,23.600.565,236005.65,Chuyển khoản,Thường xuyên,Bob,Âm u,28,127915.24
2594,2024-01-06 13:07:25,7,Sting,38,Siêu thị,Ninh Bình,9,47253.09,425277.81,0.1,42.527.781,425277.81,Chuyển khoản,Thường xuyên,Bob,Âm u,26,219501.15
2595,2024-01-02 12:30:11,6,Number 1,49,Siêu thị,Hải Phòng,4,25853.8,103415.2,0.1,10341.52,103415.2,Thẻ,Mới,Bob,Âm u,28,22161.96
2596,2024-05-31 16:34:28,9,Mirinda,1,Online,Nam Định,5,26707.53,133537.65,0.0,13.353.765,14.689.141.499.999.900,Tiền mặt,VIP,Bob,Mưa,20,96184.09
2597,2024-06-20 10:55:33,8,Strongbow,9,Online,Bình Dương,8,42784.7,342277.6,0.05,34227.76,359391.48,Tiền mặt,Thường xuyên,Emma,Âm u,23,108545.64
2598,2024-06-21 15:30:23,4,Revive,21,Cửa hàng,Bình Dương,3,29801.72,89405.16,0.05,8.940.516.000.000.000,93.875.418,Tiền mặt,Mới,Bob,Âm u,25,44466.22
2599,2023-09-11 13:17:50,5,Revive,18,Siêu thị,Bình Định,6,41968.83,251812.98,0.05,2.518.129.800.000.000,264.403.629,Chuyển khoản,Thường xuyên,Bob,Âm u,25,82448.42
2600,2024-05-21 03:37:15,7,7 Up,43,Online,Quảng Nam,1,11445.04,11445.04,0.05,1.144.504,12.017.292,Tiền mặt,Mới,Emma,Âm u,30,2369.84
2601,2024-06-22 01:38:33,8,Oolong Tea Plus,32,Online,Hải Phòng,3,20011.07,60033.21,0.1,6.003.321.000.000.000,60033.21,Tiền mặt,Thường xuyên,Carol,Âm u,20,36238.82
2602,2023-09-22 13:41:18,5,C2,46,Siêu thị,Hải Phòng,8,13642.69,109141.52,0.05,10.914.152.000.000.000,114.598.596,Thẻ,Mới,David,Mưa,20,15658.06
2603,2024-07-05 00:27:09,9,Pepsi,34,Siêu thị,Đà Nẵng,10,28168.38,281683.8,0.05,28168.38,295767.99,Tiền mặt,VIP,Carol,Âm u,33,196873.37
2604,2024-01-08 15:39:20,10,C2,20,Online,Huế,10,44167.23,4.416.723.000.000.000,0.1,44167.23,4.416.723.000.000.000,Tiền mặt,VIP,Emma,Âm u,20,156382.66
2605,2023-08-01 03:03:46,4,7 Up,43,Siêu thị,Nghệ An,6,32792.08,196752.48,0.1,19.675.248.000.000.000,196752.48,Thẻ,Mới,Carol,Nắng,27,19696.45
2606,2023-08-11 08:34:24,4,Revive,2,Online,Quảng Ninh,10,30813.86,308138.6,0.1,30813.86,308138.6,Chuyển khoản,Thường xuyên,Bob,Âm u,20,156812.75
2607,2023-08-08 16:17:55,8,Number 1,4,Cửa hàng,Hải Phòng,4,24644.64,98578.56,0.1,9.857.856,98578.56,Tiền mặt,Thường xuyên,Bob,Nắng,28,13552.73
2608,2023-07-25 09:16:09,1,7 Up,45,Siêu thị,Bình Định,8,12544.46,100355.68,0.0,10.035.568,110.391.248,Tiền mặt,VIP,Emma,Âm u,29,32207.72
2609,2024-05-23 18:13:14,8,Oolong Tea Plus,38,Cửa hàng,TP. Hồ Chí Minh,3,40657.15,121971.45,0.05,12.197.145.000.000.000,12.807.002.250.000.000,Chuyển khoản,VIP,David,Âm u,21,81181.9
2610,2023-08-02 15:00:12,5,Strongbow,7,Cửa hàng,Quảng Nam,2,32831.21,65662.42,0.1,6.566.242,65662.42,Thẻ,Mới,Bob,Âm u,28,9859.32
2611,2023-09-07 23:24:12,1,Oolong Tea Plus,22,Cửa hàng,TP. Hồ Chí Minh,10,47239.55,472395.5,0.05,47239.55,496.015.275,Tiền mặt,Thường xuyên,David,Nắng,28,364439.33
2612,2024-03-07 21:33:10,4,Coca-Cola,20,Siêu thị,Bình Dương,8,27279.04,218232.32,0.0,21.823.232.000.000.000,24.005.555.200.000.000,Thẻ,Mới,Bob,Mưa,32,22490.14
2613,2023-11-09 11:19:52,2,Oolong Tea Plus,35,Cửa hàng,Thái Bình,4,26060.39,104241.56,0.1,10.424.156,104241.56,Tiền mặt,VIP,Emma,Mưa,32,31007.6
2614,2023-07-11 04:53:19,4,Strongbow,4,Online,TP. Hồ Chí Minh,9,48974.85,440773.65,0.0,44.077.365,484.851.015,Tiền mặt,Mới,Alice,Mưa,30,305334.15
2615,2024-03-12 04:38:59,8,Sting,20,Online,Đồng Nai,3,15646.44,46939.32,0.05,4.693.932.000.000.000,49.286.286,Thẻ,Mới,Alice,Âm u,21,16570.34
2616,2024-04-26 09:56:31,5,Mirinda,35,Siêu thị,Nghệ An,9,20094.71,180852.39,0.0,18.085.239,198.937.629,Tiền mặt,Mới,David,Mưa,23,32827.22
2617,2024-05-04 10:08:59,1,Strongbow,33,Siêu thị,Nghệ An,10,29527.06,29.527.060.000.000.000,0.05,29527.06,310034.13,Tiền mặt,Thường xuyên,Emma,Mưa,30,114620.25
2618,2023-08-31 16:11:48,7,Oolong Tea Plus,21,Cửa hàng,Bình Dương,6,30942.3,185653.8,0.05,18565.38,194936.49,Chuyển khoản,Mới,Alice,Nắng,34,58725.01
2619,2023-11-18 07:22:22,1,Revive,45,Siêu thị,Khánh Hòa,5,31949.21,159746.05,0.05,15.974.605,1.677.333.525,Chuyển khoản,Mới,David,Mưa,34,123670.52
2620,2023-08-11 11:13:10,9,7 Up,14,Online,Đà Nẵng,2,18484.61,36969.22,0.05,3.696.922.000.000.000,38.817.681,Tiền mặt,VIP,Bob,Âm u,30,12964.3
2621,2023-07-24 07:09:42,3,7 Up,31,Online,Khánh Hòa,6,47074.85,282449.1,0.05,28.244.910.000.000.000,29.657.155.499.999.900,Thẻ,Thường xuyên,Bob,Âm u,28,206511.52
2622,2023-09-30 17:17:22,3,7 Up,22,Online,Khánh Hòa,4,38140.79,152563.16,0.1,15.256.316,152563.16,Tiền mặt,VIP,Carol,Âm u,28,124109.78
2623,2023-08-23 00:45:21,6,Revive,48,Siêu thị,TP. Hồ Chí Minh,5,20337.85,101689.25,0.1,10.168.925,101689.25,Tiền mặt,VIP,Emma,Nắng,27,45460.58
2624,2023-12-14 17:20:26,10,Number 1,30,Online,Long An,6,21768.01,130608.06,0.0,13.060.806,143.668.866,Chuyển khoản,Thường xuyên,Alice,Âm u,31,108137.53
2625,2024-02-19 08:10:53,6,Mirinda,29,Siêu thị,Đồng Nai,7,45215.22,31.650.654.000.000.000,0.0,31.650.654,348.157.194,Tiền mặt,VIP,Bob,Nắng,24,127189.56
2626,2024-04-17 13:16:21,6,Strongbow,36,Cửa hàng,Đồng Nai,4,25214.6,100858.4,0.1,10085.84,100858.4,Thẻ,VIP,Alice,Âm u,20,87874.17
2627,2023-11-23 20:24:07,1,Oolong Tea Plus,49,Online,Long An,8,32255.09,258040.72,0.05,25.804.072,270.942.756,Chuyển khoản,VIP,David,Âm u,21,44236.34
2628,2024-01-31 16:16:33,5,Number 1,42,Cửa hàng,Nam Định,5,14817.19,74085.95,0.05,7.408.595,777.902.475,Chuyển khoản,VIP,Alice,Nắng,31,48127.38
2629,2023-12-28 16:23:16,6,Oolong Tea Plus,29,Online,Khánh Hòa,7,20069.56,140486.92,0.1,14.048.692.000.000.000,140486.92,Thẻ,Thường xuyên,David,Mưa,33,69548.22
2630,2023-08-31 09:47:13,8,7 Up,7,Online,Nam Định,6,26663.48,159980.88,0.05,15.998.088.000.000.000,167.979.924,Tiền mặt,Thường xuyên,Emma,Nắng,23,65611.21
2631,2024-03-30 06:49:07,1,Oolong Tea Plus,32,Online,Bà Rịa - Vũng Tàu,5,36246.15,181230.75,0.0,18.123.075,199.353.825,Thẻ,Mới,Carol,Nắng,28,109856.55
2632,2023-08-16 03:09:41,5,Revive,13,Cửa hàng,Huế,7,21209.11,14.846.377.000.000.000,0.05,14.846.377.000.000.000,15.588.695.850.000.000,Thẻ,VIP,Bob,Âm u,23,98444.2
2633,2024-03-20 12:35:12,3,Sting,13,Online,Long An,4,48031.41,192125.64,0.05,19.212.564,201.731.922,Tiền mặt,Mới,Bob,Nắng,24,19883.2
2634,2023-09-07 02:04:08,2,Oolong Tea Plus,14,Cửa hàng,Nam Định,7,18808.91,131662.37,0.0,13.166.237,144.828.607,Chuyển khoản,Mới,Bob,Nắng,20,30751.39
2635,2024-01-30 07:19:56,8,Number 1,6,Siêu thị,Bà Rịa - Vũng Tàu,3,41157.05,123471.15,0.0,12.347.115.000.000.000,135.818.265,Chuyển khoản,VIP,David,Âm u,32,82779.61
2636,2024-05-28 21:07:55,7,Strongbow,16,Online,Bình Định,8,24584.32,196674.56,0.1,19.667.456,196674.56,Thẻ,Thường xuyên,Bob,Âm u,24,124516.3
2637,2023-10-14 05:05:35,10,Mirinda,41,Online,Bình Dương,10,43336.87,433368.7,0.05,43336.87,455.037.135,Thẻ,Mới,Emma,Mưa,33,378260.67
2638,2023-12-19 00:40:03,7,7 Up,48,Cửa hàng,Bình Dương,4,46925.15,187700.6,0.0,18770.06,206470.66,Tiền mặt,VIP,Alice,Nắng,21,133047.86
2639,2024-01-06 23:39:04,5,Coca-Cola,21,Online,Khánh Hòa,4,17480.81,69923.24,0.0,69.923.240.000.000.000,7.691.556.400.000.000,Tiền mặt,Mới,David,Mưa,28,60177.21
2640,2023-11-12 02:09:20,9,Strongbow,44,Siêu thị,Ninh Bình,1,29659.57,29659.57,0.0,29.659.570.000.000.000,32.625.527,Chuyển khoản,Mới,Carol,Mưa,29,19635.6
2641,2023-12-04 12:57:59,5,Sting,16,Online,Ninh Bình,8,16174.79,129398.32,0.0,12.939.832.000.000.000,142.338.152,Tiền mặt,Mới,Carol,Mưa,29,43793.8
2642,2024-01-02 05:43:07,2,Pepsi,5,Siêu thị,Bình Định,5,38233.72,191168.6,0.0,19116.86,210285.46,Thẻ,Thường xuyên,Carol,Âm u,31,35230.83
2643,2024-02-11 02:23:47,3,Oolong Tea Plus,24,Siêu thị,Bình Định,9,43290.36,389613.24,0.0,38.961.324,428.574.564,Thẻ,Mới,Alice,Nắng,30,282648.47
2644,2024-04-03 22:24:16,4,Oolong Tea Plus,43,Online,Ninh Bình,3,25579.11,76737.33,0.1,7.673.733.000.000.000,7.673.733.000.000.000,Thẻ,VIP,Alice,Mưa,28,47217.97
2645,2024-01-23 01:31:46,5,Mirinda,1,Online,Bình Định,5,25870.43,129352.15,0.05,12.935.215,1.358.197.575,Chuyển khoản,Thường xuyên,Bob,Âm u,24,17921.59
2646,2023-10-18 04:42:36,3,Mirinda,10,Siêu thị,Ninh Bình,4,18153.8,72615.2,0.05,7261.52,76245.96,Chuyển khoản,VIP,Alice,Âm u,27,28177.63
2647,2024-03-22 09:54:14,7,7 Up,43,Siêu thị,Cần Thơ,7,22261.69,155831.83,0.05,15.583.183,16.362.342.149.999.900,Thẻ,VIP,Bob,Nắng,33,134863.08
2648,2023-10-29 20:58:11,5,Coca-Cola,47,Siêu thị,Ninh Bình,10,22956.05,229560.5,0.05,22956.05,241.038.525,Tiền mặt,VIP,Emma,Mưa,31,114853.92
2649,2024-04-26 18:32:28,5,Coca-Cola,35,Online,Quảng Nam,5,16223.13,81115.65,0.05,8.111.565,851.714.325,Chuyển khoản,Mới,Alice,Âm u,29,36192.45
2650,2023-08-05 07:01:28,6,Revive,31,Cửa hàng,Long An,2,22398.4,44796.8,0.05,4479.68,4.703.664.000.000.000,Thẻ,Thường xuyên,Emma,Mưa,25,20882.46
2651,2023-07-30 08:00:08,7,7 Up,15,Online,Nghệ An,6,46291.18,277747.08,0.05,2.777.470.800.000.000,291.634.434,Tiền mặt,Mới,Carol,Nắng,29,74187.96
2652,2023-10-29 19:22:55,10,7 Up,11,Cửa hàng,Ninh Bình,4,23015.76,92063.04,0.1,9.206.304,92063.04,Chuyển khoản,VIP,Emma,Mưa,27,36361.75
2653,2023-08-27 06:44:19,10,Sting,9,Cửa hàng,Long An,6,20977.76,125866.56,0.0,12.586.656,138.453.216,Thẻ,Mới,Carol,Âm u,28,49824.35
2654,2023-08-30 22:25:19,8,C2,2,Online,Hải Phòng,1,25386.08,25386.08,0.0,2.538.608,27.924.688,Chuyển khoản,Mới,Bob,Mưa,23,3601.88
2655,2024-07-02 19:21:23,9,Sting,44,Cửa hàng,Cần Thơ,1,48411.88,48411.88,0.0,4.841.188,53.253.068,Chuyển khoản,Thường xuyên,David,Âm u,33,34568.7
2656,2024-03-06 02:08:06,4,Oolong Tea Plus,30,Siêu thị,Bình Định,4,40583.93,162335.72,0.1,16.233.572,16.233.571.999.999.900,Tiền mặt,VIP,Emma,Mưa,33,70324.41
2657,2023-09-01 07:23:18,5,Pepsi,16,Online,Hà Nội,7,18069.73,126488.11,0.0,12.648.811.000.000.000,139.136.921,Tiền mặt,VIP,David,Nắng,32,95845.59
2658,2023-12-28 01:40:45,5,7 Up,48,Cửa hàng,Long An,7,40102.82,280719.74,0.1,28.071.974,280719.74,Chuyển khoản,VIP,David,Nắng,29,219039.55
2659,2023-11-21 10:57:07,8,Coca-Cola,1,Siêu thị,Long An,1,40650.16,40650.16,0.1,4.065.016.000.000.000,40650.16,Tiền mặt,Mới,Bob,Âm u,23,10959.09
2660,2023-08-20 08:32:18,9,Mirinda,48,Cửa hàng,Cần Thơ,5,48006.43,240032.15,0.1,24.003.215,240032.15,Thẻ,Mới,Carol,Nắng,26,150231.99
2661,2023-11-12 22:14:44,7,Pepsi,6,Cửa hàng,Hải Phòng,6,45644.7,27.386.819.999.999.900,0.1,27.386.820.000.000.000,27.386.819.999.999.900,Chuyển khoản,Thường xuyên,Alice,Nắng,24,130861.19
2662,2023-12-02 11:16:59,5,Coca-Cola,46,Siêu thị,Bình Định,5,13807.89,69039.45,0.0,6.903.945,7.594.339.499.999.990,Thẻ,Thường xuyên,Bob,Mưa,23,55516.37
2663,2024-01-30 11:14:17,3,Coca-Cola,11,Siêu thị,Bình Định,7,28183.52,197284.64,0.05,19.728.464.000.000.000,20.714.887.200.000.000,Tiền mặt,VIP,David,Mưa,21,53778.32
2664,2023-11-01 15:51:01,1,Pepsi,33,Online,Long An,6,38120.45,228722.7,0.0,22872.27,251594.97,Chuyển khoản,Mới,Alice,Mưa,21,146897.28
2665,2023-11-05 16:55:53,9,Mirinda,17,Cửa hàng,Huế,5,48935.73,244678.65,0.1,24.467.865,244678.65,Tiền mặt,Mới,Alice,Mưa,32,143431.04
2666,2024-04-21 22:08:32,5,C2,34,Online,Thái Bình,5,13406.27,67031.35,0.1,6.703.135,67031.35,Tiền mặt,VIP,Carol,Mưa,23,22538.7
2667,2024-02-21 12:42:36,9,Revive,46,Online,Bình Định,9,24729.68,222567.12,0.1,22.256.712,222567.12,Tiền mặt,Thường xuyên,David,Nắng,29,46579.01
2668,2024-06-17 08:07:07,10,7 Up,40,Cửa hàng,Khánh Hòa,3,29689.44,8.906.831.999.999.990,0.0,8.906.832,97.975.152,Chuyển khoản,Thường xuyên,Bob,Nắng,27,55339.2
2669,2024-03-05 03:04:17,4,Sting,25,Cửa hàng,Hà Nội,9,26530.18,238771.62,0.05,23.877.162,250.710.201,Thẻ,Thường xuyên,Carol,Âm u,27,164962.05
